"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"18/12/2024","55,400","55,304","55,593","55,304","270.10K","0.17%"
"17/12/2024","55,304","55,497","55,593","55,014","339.40K","0.00%"
"16/12/2024","55,304","55,400","55,593","55,207","206.60K","-0.17%"
"13/12/2024","55,400","55,497","55,690","55,207","461.70K","-0.17%"
"12/12/2024","55,497","55,593","56,076","55,497","507.30K","-0.17%"
"11/12/2024","55,593","56,172","56,365","55,593","817.20K","-0.86%"
"10/12/2024","56,076","55,497","56,269","55,400","735.30K","1.04%"
"09/12/2024","55,497","55,690","55,883","55,207","462.40K","-0.35%"
"06/12/2024","55,690","55,690","56,462","55,304","1.07M","0.35%"
"05/12/2024","55,497","55,593","55,979","54,917","676.40K","0.17%"
"04/12/2024","55,400","54,242","55,979","54,049","1.38M","2.14%"
"03/12/2024","54,242","54,242","54,338","53,856","374.40K","0.00%"
"02/12/2024","54,242","54,242","54,917","54,049","355.30K","0.18%"
"29/11/2024","54,145","53,566","54,145","53,277","436.00K","1.08%"
"28/11/2024","53,566","54,435","54,531","53,566","342.40K","-1.07%"
"27/11/2024","54,145","54,145","54,628","54,145","432.80K","0.00%"
"26/11/2024","54,145","53,663","54,338","53,663","718.10K","1.08%"
"25/11/2024","53,566","53,952","54,049","53,566","388.60K","0.18%"
"22/11/2024","53,470","53,373","54,049","53,373","382.40K","0.18%"
"21/11/2024","53,373","53,663","53,663","53,180","243.20K","-0.36%"
"20/11/2024","53,566","52,794","53,566","52,794","414.60K","0.91%"
"19/11/2024","53,084","54,049","54,049","53,084","497.10K","-0.90%"
"18/11/2024","53,566","54,338","54,338","53,373","471.60K","0.00%"
"15/11/2024","53,566","54,049","54,145","53,566","386.20K","-1.07%"
"14/11/2024","54,145","54,821","54,821","54,049","298.70K","-1.23%"
"13/11/2024","54,821","54,724","55,014","54,338","314.30K","0.35%"
"12/11/2024","54,628","53,470","55,400","53,470","1.04M","2.35%"
"11/11/2024","53,373","53,373","53,856","53,277","446.50K","0.18%"
"08/11/2024","53,277","53,759","53,952","53,277","516.50K","-0.72%"
"07/11/2024","53,663","54,049","54,145","53,663","294.50K","-0.36%"
"06/11/2024","53,856","53,759","54,049","53,566","391.50K","0.54%"
"05/11/2024","53,566","53,952","54,145","53,470","271.60K","0.00%"
"04/11/2024","53,566","53,952","54,145","53,566","456.70K","0.36%"
"01/11/2024","53,373","53,663","54,145","53,373","436.90K","0.18%"
"31/10/2024","53,277","53,373","54,242","53,277","486.30K","0.00%"
"30/10/2024","53,277","53,566","53,759","53,180","357.30K","-0.36%"
"29/10/2024","53,470","53,566","53,759","53,277","258.40K","-0.18%"
"28/10/2024","53,566","53,663","53,663","53,373","238.90K","0.00%"
"25/10/2024","53,566","53,952","54,049","53,277","449.50K","-0.72%"
"24/10/2024","53,952","54,049","54,049","53,759","228.40K","-0.18%"
"23/10/2024","54,049","54,049","54,531","53,663","369.00K","0.00%"
"22/10/2024","54,049","54,435","54,531","53,952","646.30K","-1.06%"
"21/10/2024","54,628","55,400","55,593","54,531","645.60K","-1.39%"
"18/10/2024","55,400","55,497","56,076","55,304","245.30K","0.17%"
"17/10/2024","55,304","55,979","55,979","54,917","294.70K","-0.87%"
"16/10/2024","55,786","55,110","55,786","55,110","531.80K","1.23%"
"15/10/2024","55,110","55,207","56,172","55,110","642.60K","-0.17%"
"14/10/2024","55,207","55,593","55,690","55,110","335.40K","-0.52%"
"11/10/2024","55,497","55,883","56,172","55,400","379.30K","-0.35%"
"10/10/2024","55,690","54,628","55,883","54,531","685.40K","2.30%"
"09/10/2024","54,435","54,435","54,628","53,952","613.90K","0.18%"
"08/10/2024","54,338","54,724","54,917","54,145","514.80K","-0.71%"
"07/10/2024","54,724","54,628","55,110","54,531","414.80K","0.18%"
"04/10/2024","54,628","54,821","55,014","54,628","381.20K","-0.35%"
"03/10/2024","54,821","55,207","55,690","54,821","606.40K","-0.18%"
"02/10/2024","54,917","55,786","55,786","54,821","635.60K","-1.56%"
"01/10/2024","55,786","55,979","55,979","55,593","559.30K","0.00%"
"30/09/2024","55,786","56,751","56,751","55,690","551.50K","-1.20%"
"27/09/2024","56,462","56,269","56,751","55,883","794.20K","0.69%"
"26/09/2024","56,076","55,497","56,462","55,497","1.09M","1.22%"
"25/09/2024","55,400","55,497","55,690","55,304","337.40K","-0.17%"
"24/09/2024","55,497","55,690","55,786","55,207","598.60K","0.17%"
"23/09/2024","55,400","55,497","55,786","55,110","646.60K","0.00%"
"20/09/2024","55,400","54,821","55,400","54,531","946.40K","1.59%"
"19/09/2024","54,531","54,338","54,724","54,242","358.90K","0.71%"
"18/09/2024","54,145","54,531","54,628","54,145","466.90K","-0.71%"
"17/09/2024","54,531","53,759","54,531","53,759","361.50K","1.25%"
"16/09/2024","53,856","53,759","54,435","53,759","567.10K","-0.53%"
"13/09/2024","54,145","53,566","54,338","53,566","538.10K","1.26%"
"12/09/2024","53,470","54,435","54,531","53,373","625.80K","0.00%"
"11/09/2024","53,470","53,759","53,759","53,084","649.50K","0.18%"
"10/09/2024","53,373","54,628","54,917","53,373","1.29M","-1.60%"
"09/09/2024","54,242","54,724","54,917","53,663","1.13M","-0.88%"
"06/09/2024","54,724","55,014","55,304","54,724","454.10K","-0.53%"
"05/09/2024","55,014","55,304","56,172","54,724","824.40K","-0.35%"
"04/09/2024","55,207","55,207","55,690","55,014","698.10K","-0.52%"
"30/08/2024","55,497","55,690","56,462","55,400","1.40M","0.17%"
"29/08/2024","55,400","55,400","56,172","55,400","824.60K","0.00%"
"28/08/2024","55,400","55,110","56,076","55,014","997.60K","0.70%"
"27/08/2024","55,014","54,724","55,400","54,724","692.70K","0.53%"
"26/08/2024","54,724","54,917","55,690","54,724","578.50K","-0.35%"
"23/08/2024","54,917","54,628","55,497","54,628","651.20K","-0.18%"
"22/08/2024","55,014","55,593","55,786","54,628","785.80K","-0.70%"
"21/08/2024","55,400","55,979","55,979","55,207","777.50K","-1.03%"
"20/08/2024","55,979","55,786","56,462","55,304","970.20K","0.35%"
"19/08/2024","55,786","54,338","55,786","54,145","1.18M","2.66%"
"16/08/2024","54,338","53,663","54,531","53,566","946.50K","1.08%"
"15/08/2024","53,759","53,856","54,531","53,759","899.70K","0.00%"
"14/08/2024","53,759","52,505","54,724","52,408","1.65M","2.58%"
"13/08/2024","52,408","52,601","52,891","51,925","732.90K","0.56%"
"12/08/2024","52,118","51,925","52,505","51,539","542.70K","0.75%"
"09/08/2024","51,732","51,539","52,312","51,443","471.00K","1.52%"
"08/08/2024","50,960","51,153","51,925","50,960","892.10K","-0.19%"
"07/08/2024","51,057","52,022","52,022","50,864","704.30K","-0.75%"
"06/08/2024","51,443","50,960","52,118","50,285","738.50K","2.50%"
"05/08/2024","50,188","52,794","52,987","50,188","1.61M","-5.63%"
"02/08/2024","53,180","53,084","53,470","52,601","597.00K","0.18%"
"01/08/2024","53,084","53,856","55,497","53,084","1.29M","-0.72%"
"31/07/2024","53,470","52,891","53,663","52,794","926.30K","1.09%"
"30/07/2024","52,891","52,794","53,566","52,794","714.70K","-0.18%"
"29/07/2024","52,987","53,566","53,663","52,987","427.30K","-0.18%"
"26/07/2024","53,084","52,794","53,759","52,601","1.30M","1.85%"
"25/07/2024","52,118","52,987","52,987","51,829","416.20K","-1.10%"
"24/07/2024","52,698","52,987","52,987","52,022","383.30K","-0.18%"
"23/07/2024","52,794","53,759","53,759","52,794","439.70K","-1.80%"
"22/07/2024","53,759","53,277","54,531","52,794","990.50K","0.91%"
"19/07/2024","53,277","52,408","53,373","52,408","728.70K","1.66%"
"18/07/2024","52,408","52,312","53,566","51,636","1.20M","0.56%"
"17/07/2024","52,118","53,856","54,145","51,829","1.13M","-3.23%"
"16/07/2024","53,856","53,856","54,145","53,663","888.90K","0.00%"
"15/07/2024","53,856","54,435","54,435","53,759","402.50K","-0.36%"
"12/07/2024","54,049","54,531","54,531","53,759","481.40K","-0.53%"
"11/07/2024","54,338","54,917","54,917","54,242","561.00K","-0.18%"
"10/07/2024","54,435","55,400","55,593","54,435","584.10K","-1.57%"
"09/07/2024","55,304","54,531","56,462","53,759","1.50M","1.60%"
"08/07/2024","54,435","55,979","55,979","53,759","1.32M","-2.76%"
"05/07/2024","55,979","57,427","57,523","55,979","1.11M","-1.69%"
"04/07/2024","56,944","57,971","57,971","56,944","679.80K","-0.81%"
"03/07/2024","57,411","57,224","57,411","56,944","450.40K","0.49%"
"02/07/2024","57,131","56,944","57,131","56,664","424.80K","0.49%"
"01/07/2024","56,851","56,571","56,851","56,197","278.90K","1.50%"
"28/06/2024","56,011","56,944","57,224","56,011","947.40K","-0.99%"
"27/06/2024","56,571","56,384","57,598","55,917","1.08M","1.00%"
"26/06/2024","56,011","56,571","56,758","55,824","848.10K","-0.99%"
"25/06/2024","56,571","57,411","57,691","55,357","1.15M","-1.46%"
"24/06/2024","57,411","57,971","58,718","56,664","950.00K","0.00%"
