Date,HAG_Price,Mở,Cao,Thấp,KL,% Thay đổi,SP500_Price,VNINDEX_Price,Agriculture_Industry_Index
2023-05-31,8180.0,"8,000.0","8,280.0","7,980.0",24.06M,2.38%,4179.83,1075.17,15209.761339092873
2023-05-30,7990.0,"8,090.0","8,120.0","7,920.0",13.55M,-0.75%,4205.52,1078.05,14838.163066954645
2023-05-29,8050.0,"7,860.0","8,140.0","7,830.0",24.23M,3.60%,4205.45,1074.98,14888.232181425486
2023-05-26,7770.0,"7,780.0","7,870.0","7,700.0",7.81M,1.30%,4205.45,1063.76,14778.659827213824
2023-05-25,7670.0,"7,730.0","7,750.0","7,650.0",6.74M,-0.78%,4151.28,1064.63,14675.302105831532
2023-05-24,7730.0,"7,910.0","7,920.0","7,720.0",7.81M,-1.28%,4115.24,1061.79,14781.516468682505
2023-05-23,7830.0,"7,860.0","7,930.0","7,770.0",10.26M,0.64%,4145.58,1065.85,14923.762958963282
2023-05-22,7780.0,"7,800.0","7,900.0","7,770.0",7.64M,1.04%,4192.63,1070.64,14577.461393088552
2023-05-19,7700.0,"7,640.0","7,710.0","7,600.0",6.69M,0.79%,4191.98,1067.07,14333.752699784016
2023-05-18,7640.0,"7,750.0","7,760.0","7,600.0",9.79M,-0.78%,4198.05,1068.31,14056.02483801296
2023-05-17,7700.0,"7,860.0","8,020.0","7,690.0",10.95M,-1.28%,4158.77,1060.44,14100.361231101511
2023-05-16,7800.0,"7,700.0","7,950.0","7,630.0",11.27M,1.96%,4109.9,1065.91,14162.340172786178
2023-05-15,7650.0,"8,060.0","8,130.0","7,650.0",24.60M,-4.97%,4136.28,1065.71,13665.023218142547
2023-05-12,8050.0,"7,980.0","8,050.0","7,880.0",11.14M,1.26%,4124.08,1066.9,13949.724892008642
2023-05-11,7950.0,"8,100.0","8,100.0","7,850.0",8.40M,-1.24%,4130.62,1057.12,13700.763228941689
2023-05-10,8050.0,"7,780.0","8,150.0","7,780.0",19.19M,3.47%,4137.64,1058.26,13640.330993520518
2023-05-09,7780.0,"7,850.0","7,900.0","7,720.0",4.99M,-0.64%,4119.17,1053.77,13544.666576673866
2023-05-08,7830.0,"7,580.0","8,000.0","7,520.0",17.55M,4.26%,4138.12,1053.44,13435.66873650108
2023-05-05,7510.0,"7,540.0","7,700.0","7,480.0",9.06M,-0.40%,4136.25,1040.31,13327.37823974082
2023-05-04,7540.0,"7,650.0","7,750.0","7,410.0",5.27M,-1.05%,4061.22,1040.61,13283.648218142547
2023-04-28,7620.0,"7,500.0","7,650.0","7,310.0",17.83M,1.60%,4169.48,1049.12,13217.55156587473
2023-04-27,7500.0,"7,590.0","7,640.0","7,490.0",5.98M,-1.19%,4135.35,1039.63,13466.818034557236
2023-04-26,7590.0,"7,690.0","7,700.0","7,450.0",8.97M,-1.30%,4055.99,1040.8,13392.07991360691
2023-04-25,7690.0,"7,630.0","7,800.0","7,390.0",16.66M,1.18%,4071.63,1034.85,13230.230561555076
2023-04-24,7600.0,"7,910.0","7,960.0","7,560.0",14.94M,-3.68%,4137.04,1041.36,13241.031857451406
2023-04-21,7890.0,"8,100.0","8,140.0","7,810.0",11.79M,-2.23%,4133.52,1042.91,13574.97003239741
2023-04-20,8070.0,"8,200.0","8,260.0","8,030.0",8.67M,-0.98%,4129.79,1049.25,13753.92332613391
2023-04-19,8150.0,"8,000.0","8,190.0","7,910.0",16.25M,2.26%,4154.52,1048.98,13643.55615550756
2023-04-18,7970.0,"8,200.0","8,240.0","7,920.0",10.23M,-2.21%,4154.87,1055.02,13631.90280777538
2023-04-17,8150.0,"7,720.0","8,160.0","7,720.0",22.89M,5.84%,4151.32,1053.81,13740.207613390929
2023-04-14,7700.0,"7,760.0","7,990.0","7,700.0",12.09M,0.00%,4137.64,1052.89,13158.137419006482
2023-04-13,7700.0,"7,800.0","7,870.0","7,700.0",9.81M,0.00%,4146.22,1064.3,13185.378779697625
2023-04-12,7700.0,"7,900.0","7,900.0","7,680.0",10.98M,-1.53%,4091.95,1069.45,13260.872570194384
2023-04-11,7820.0,"7,590.0","7,880.0","7,590.0",17.11M,2.89%,4108.94,1069.46,13363.775647948163
2023-04-10,7600.0,"7,540.0","7,750.0","7,450.0",11.68M,2.01%,4109.11,1065.35,13190.41576673866
2023-04-07,7450.0,"7,600.0","7,650.0","7,450.0",8.45M,-1.97%,4105.02,1069.71,12850.54049676026
2023-04-06,7600.0,"7,570.0","7,900.0","7,570.0",13.36M,0.53%,4105.02,1070.91,12907.02969762419
2023-04-05,7560.0,"7,710.0","7,710.0","7,540.0",8.74M,-1.18%,4090.38,1080.86,12977.938174946006
2023-04-04,7650.0,"7,400.0","7,700.0","7,400.0",15.51M,3.52%,4100.6,1078.45,12939.238120950326
2023-04-03,7390.0,"7,390.0","7,440.0","7,360.0",6.17M,0.82%,4124.51,1079.28,12694.095572354212
2023-03-31,7330.0,"7,360.0","7,390.0","7,310.0",5.63M,-0.41%,4109.31,1064.64,12507.961933045355
2023-03-30,7360.0,"7,420.0","7,480.0","7,360.0",4.84M,-0.41%,4050.83,1059.44,12518.88390928726
2023-03-29,7390.0,"7,440.0","7,500.0","7,380.0",3.63M,-0.67%,4027.81,1056.33,12483.714362850971
2023-03-28,7440.0,"7,370.0","7,540.0","7,370.0",7.09M,1.09%,3971.27,1054.29,12496.184665226783
2023-03-27,7360.0,"7,310.0","7,400.0","7,270.0",5.27M,0.82%,3977.53,1052.25,12437.766468682506
2023-03-24,7300.0,"7,350.0","7,370.0","7,290.0",4.66M,0.55%,3970.99,1046.79,12338.14389848812
2023-03-23,7260.0,"7,300.0","7,320.0","7,250.0",5.34M,-1.09%,3948.72,1045.1,12269.15469762419
2023-03-22,7340.0,"7,400.0","7,420.0","7,340.0",3.07M,0.00%,3936.97,1040.54,12282.91549676026
2023-03-21,7340.0,"7,400.0","7,410.0","7,300.0",4.26M,0.14%,4002.87,1032.43,12290.946004319654
2023-03-20,7330.0,"7,500.0","7,540.0","7,330.0",7.72M,-3.55%,3951.57,1023.1,12151.041036717064
2023-03-17,7600.0,"7,480.0","7,600.0","7,380.0",8.13M,2.84%,3916.64,1045.14,12403.079103671706
2023-03-16,7390.0,"7,370.0","7,450.0","7,330.0",8.78M,-2.12%,3960.28,1047.4,12333.338282937364
2023-03-15,7550.0,"7,570.0","7,600.0","7,480.0",6.32M,2.30%,3891.93,1062.19,12628.888768898489
2023-03-14,7380.0,"7,520.0","7,580.0","7,350.0",8.12M,-1.47%,3919.29,1040.13,12267.188984881208
2023-03-13,7490.0,"7,500.0","7,590.0","7,480.0",8.08M,-1.96%,3855.76,1052.8,12593.467872570194
2023-03-10,7640.0,"7,710.0","7,810.0","7,630.0",6.25M,-2.18%,3861.59,1053.0,12907.784827213822
2023-03-09,7810.0,"7,630.0","7,990.0","7,610.0",12.59M,3.44%,3918.32,1055.95,13012.938444924408
2023-03-08,7550.0,"7,450.0","7,570.0","7,360.0",6.58M,1.07%,3992.01,1049.18,12555.5159287257
2023-03-07,7470.0,"7,500.0","7,540.0","7,430.0",5.59M,0.13%,3986.37,1037.84,12396.20140388769
2023-03-06,7460.0,"7,590.0","7,690.0","7,440.0",4.94M,0.13%,4048.42,1027.18,12399.252429805616
2023-03-03,7450.0,"7,630.0","7,680.0","7,450.0",5.08M,-2.23%,4045.64,1024.77,12411.917926565877
2023-03-02,7620.0,"7,750.0","7,760.0","7,620.0",4.13M,-1.04%,3981.35,1037.61,12601.522678185744
2023-03-01,7700.0,"7,500.0","7,700.0","7,360.0",6.56M,3.36%,3951.39,1040.55,12595.4060475162
2023-02-28,7450.0,"7,500.0","7,640.0","7,430.0",4.64M,0.68%,3970.15,1024.68,12189.394708423326
2023-02-27,7400.0,"7,650.0","7,680.0","7,400.0",8.31M,-5.01%,3982.24,1021.25,12177.375809935204
2023-02-24,7790.0,"7,800.0","7,930.0","7,760.0",5.42M,-1.64%,3970.04,1039.56,12598.99352051836
2023-02-23,7920.0,"7,850.0","7,920.0","7,600.0",11.34M,0.89%,4012.32,1053.66,12779.370680345572
2023-02-22,7850.0,"8,010.0","8,140.0","7,850.0",12.98M,-4.27%,3991.05,1054.28,12716.650377969763
2023-02-21,8200.0,"8,400.0","8,410.0","8,200.0",9.41M,-1.20%,3997.34,1082.23,13035.3590712743
2023-02-20,8300.0,"7,960.0","8,300.0","7,950.0",10.77M,4.27%,4079.09,1086.69,13133.222462203024
2023-02-17,7960.0,"8,050.0","8,140.0","7,950.0",6.67M,-0.50%,4079.09,1059.31,12515.225971922246
2023-02-16,8000.0,"8,060.0","8,080.0","7,900.0",6.20M,0.25%,4090.41,1058.29,12537.685475161989
2023-02-15,7980.0,"7,750.0","8,150.0","7,720.0",10.44M,4.31%,4147.6,1048.2,12327.362041036717
2023-02-14,7650.0,"7,720.0","7,790.0","7,600.0",7.33M,-0.39%,4136.13,1038.64,12085.798596112312
2023-02-13,7680.0,"8,000.0","8,100.0","7,680.0",24.58M,-6.91%,4137.29,1043.7,12095.55615550756
2023-02-10,8250.0,"8,530.0","8,590.0","8,250.0",9.19M,-3.28%,4090.46,1055.3,12515.616090712743
2023-02-09,8530.0,"8,500.0","8,660.0","8,500.0",4.97M,-0.23%,4081.5,1064.03,12713.455453563716
2023-02-08,8550.0,"8,610.0","8,770.0","8,330.0",10.57M,-0.58%,4117.86,1072.22,12598.34692224622
2023-02-07,8600.0,"8,840.0","8,920.0","8,600.0",12.11M,-1.49%,4164.0,1065.84,12579.25944924406
2023-02-06,8730.0,"8,620.0","8,850.0","8,510.0",10.30M,1.39%,4111.08,1089.29,12918.268898488124
2023-02-03,8610.0,"8,560.0","8,700.0","8,500.0",9.41M,0.70%,4136.48,1077.15,12800.913336933048
2023-02-02,8550.0,"9,000.0","9,000.0","8,530.0",21.85M,-4.04%,4179.76,1077.59,12693.636609071276
2023-02-01,8910.0,"9,600.0","9,640.0","8,900.0",19.48M,-6.41%,4119.21,1075.97,12893.119060475165
2023-01-31,9520.0,"9,410.0","9,520.0","9,220.0",16.47M,1.17%,4076.6,1111.18,13595.9843412527
2023-01-30,9410.0,"9,580.0","9,650.0","9,410.0",14.31M,-2.08%,4017.77,1102.57,13410.68412526998
2023-01-27,9610.0,"9,800.0","9,830.0","9,600.0",12.21M,-0.21%,4070.56,1117.1,13431.404697624192
2023-01-19,9630.0,"9,700.0","9,800.0","9,560.0",16.21M,2.12%,3898.85,1108.08,13335.749190064793
2023-01-18,9430.0,"9,120.0","9,600.0","9,120.0",22.99M,3.97%,3928.86,1098.28,13247.883099352051
2023-01-17,9070.0,"9,000.0","9,100.0","8,960.0",9.38M,1.34%,3990.97,1088.29,12789.038066954645
2023-01-16,8950.0,"9,200.0","9,210.0","8,920.0",15.45M,-2.08%,3999.09,1066.68,12626.05804535637
2023-01-13,9140.0,"9,400.0","9,450.0","9,140.0",12.12M,-1.72%,3999.09,1060.17,12611.163336933048
2023-01-12,9300.0,"9,480.0","9,570.0","9,250.0",13.09M,-1.06%,3983.17,1056.39,12821.128509719225
2023-01-11,9400.0,"9,180.0","9,550.0","9,110.0",17.76M,3.18%,3969.61,1055.76,12822.843412527
2023-01-10,9110.0,"9,020.0","9,270.0","8,900.0",12.83M,0.11%,3919.25,1053.35,12726.602321814256
2023-01-09,9100.0,"9,410.0","9,450.0","9,100.0",12.26M,-2.67%,3892.09,1054.21,12526.99379049676
2023-01-06,9350.0,"9,400.0","9,520.0","9,110.0",15.85M,0.00%,3895.08,1051.44,12769.824244060475
2023-01-05,9350.0,"9,100.0","9,390.0","9,080.0",14.41M,3.66%,3808.1,1055.82,12861.877429805616
2023-01-04,9020.0,"9,500.0","9,580.0","9,020.0",24.04M,-4.95%,3852.97,1046.35,12671.83288336933
2023-01-03,9490.0,"9,110.0","9,700.0","9,010.0",23.83M,3.60%,3824.14,1043.9,12996.233261339094
2022-12-30,9160.0,"9,000.0","9,250.0","8,800.0",14.44M,2.92%,3839.5,1007.09,12308.755129589634
2022-12-29,8900.0,"8,550.0","8,950.0","8,520.0",13.04M,3.49%,3849.28,1009.29,12295.794006479482
2022-12-28,8600.0,"8,740.0","8,980.0","8,580.0",13.91M,0.12%,3783.22,1015.66,12379.429535637148
2022-12-27,8590.0,"8,080.0","8,590.0","8,000.0",17.93M,6.97%,3829.25,1004.57,12204.535637149029
2022-12-26,8030.0,"8,640.0","8,680.0","8,030.0",17.15M,-6.84%,3844.82,985.21,11517.40037796976
2022-12-23,8620.0,"8,900.0","8,950.0","8,620.0",9.62M,-3.15%,3844.82,1020.34,12252.619870410368
2022-12-22,8900.0,"9,190.0","9,290.0","8,750.0",15.24M,-0.11%,3822.39,1022.61,12427.624730021598
2022-12-21,8910.0,"8,470.0","8,910.0","7,900.0",27.03M,6.96%,3878.44,1018.88,12574.61069114471
2022-12-20,8330.0,"8,850.0","9,050.0","8,330.0",32.07M,-6.93%,3821.62,1023.13,12513.400647948163
2022-12-19,8950.0,"9,200.0","9,440.0","8,950.0",17.08M,-3.24%,3817.66,1038.4,12718.195464362852
2022-12-16,9250.0,"9,000.0","9,290.0","8,930.0",14.23M,1.31%,3852.36,1052.48,12750.173326133909
2022-12-15,9130.0,"9,220.0","9,400.0","9,050.0",9.41M,-1.30%,3895.75,1055.32,12701.3903887689
2022-12-14,9250.0,"9,550.0","9,590.0","9,250.0",11.88M,-1.60%,3995.32,1050.43,12761.464902807777
2022-12-13,9400.0,"9,020.0","9,400.0","8,630.0",22.10M,4.33%,4019.65,1047.45,12895.284017278616
2022-12-12,9010.0,"9,600.0","9,930.0","9,010.0",19.99M,-4.25%,3990.56,1032.07,12800.01862850972
2022-12-09,9410.0,"9,400.0","9,750.0","9,250.0",13.75M,2.28%,3934.38,1051.81,12775.31695464363
2022-12-08,9200.0,"9,500.0","9,700.0","9,060.0",20.26M,0.22%,3963.51,1050.53,12645.97651187905
2022-12-07,9180.0,"9,800.0","10,150.0","9,100.0",27.94M,-3.57%,3933.92,1041.02,12573.26376889849
2022-12-06,9520.0,"8,700.0","9,520.0","8,600.0",37.70M,6.97%,3941.26,1048.69,13203.782397408208
2022-12-05,8900.0,"9,380.0","9,400.0","8,850.0",21.03M,-2.31%,3998.84,1093.67,12788.17332613391
2022-12-02,9110.0,"8,710.0","9,110.0","8,410.0",21.03M,3.41%,4071.7,1080.01,12906.31695464363
2022-12-01,8810.0,"9,250.0","9,500.0","8,570.0",22.61M,-2.65%,4076.57,1036.28,12463.658207343417
2022-11-30,9050.0,"8,990.0","9,400.0","8,650.0",17.98M,1.46%,4080.11,1048.42,12840.29211663067
2022-11-29,8920.0,"8,710.0","9,150.0","8,510.0",23.40M,-0.45%,3957.63,1032.16,12811.115010799136
2022-11-28,8960.0,"8,940.0","8,990.0","8,660.0",18.24M,6.54%,3963.94,1005.69,12383.512688984882
2022-11-25,8410.0,"8,400.0","8,410.0","8,300.0",20.45M,7.00%,4026.12,971.46,11755.226781857453
2022-11-24,7860.0,"7,300.0","7,860.0","7,150.0",10.88M,6.94%,4027.26,947.71,11246.371490280775
2022-11-23,7350.0,"7,680.0","7,980.0","7,350.0",13.13M,-5.77%,4027.26,946.0,10992.536447084234
2022-11-22,7800.0,"7,850.0","8,290.0","7,760.0",21.85M,0.65%,4003.58,952.12,11588.102429805616
2022-11-21,7750.0,"7,750.0","7,750.0","7,540.0",16.52M,6.90%,3949.94,960.65,11462.051133909288
2022-11-18,7250.0,"7,250.0","7,250.0","7,030.0",23.76M,6.93%,3965.34,969.33,11158.17964362851
2022-11-17,6780.0,"6,780.0","6,780.0","6,780.0",1.65M,6.94%,3946.56,969.26,10958.004022678186
2022-11-16,6340.0,"5,930.0","6,340.0","5,640.0",10.99M,6.91%,3958.79,942.9,10726.386339092873
2022-11-15,5930.0,"6,200.0","6,380.0","5,930.0",16.00M,-6.91%,3991.73,911.9,9983.08455723542
2022-11-14,6370.0,"6,650.0","6,800.0","6,370.0",15.01M,-6.87%,3957.25,941.04,10808.930507559397
2022-11-11,6840.0,"7,520.0","7,520.0","6,840.0",16.75M,-6.94%,3992.93,954.53,11504.151160907128
2022-11-10,7350.0,"7,700.0","7,900.0","7,350.0",8.92M,-6.96%,3956.37,947.24,12338.67780777538
2022-11-09,7900.0,"8,000.0","8,200.0","7,860.0",7.49M,1.28%,3748.57,985.59,13318.655345572355
2022-11-08,7800.0,"7,450.0","7,870.0","7,410.0",9.59M,1.17%,3828.11,981.65,13265.353914686824
2022-11-07,7710.0,"8,180.0","8,280.0","7,710.0",16.64M,-7.00%,3806.8,975.19,13592.530129589632
2022-11-04,8290.0,"8,800.0","8,800.0","8,280.0",16.16M,-5.80%,3770.55,997.15,14578.968061555075
2022-11-03,8800.0,"8,880.0","9,080.0","8,800.0",7.26M,-2.11%,3719.89,1019.81,15479.777402807777
2022-11-02,8990.0,"8,800.0","9,200.0","8,730.0",9.85M,2.63%,3759.69,1023.19,15898.092602591792
2022-11-01,8760.0,"8,830.0","8,940.0","8,620.0",7.15M,1.15%,3856.1,1033.75,15777.550998920087
2022-10-31,8660.0,"9,100.0","9,230.0","8,470.0",15.34M,-4.84%,3871.98,1027.94,15463.481830453566
2022-10-28,9100.0,"9,300.0","9,500.0","9,060.0",12.45M,-2.15%,3901.06,1027.36,15646.307316414688
2022-10-27,9300.0,"8,870.0","9,300.0","8,810.0",13.13M,6.90%,3807.3,1028.01,15814.92502699784
2022-10-26,8700.0,"9,040.0","9,130.0","8,640.0",8.41M,-3.65%,3830.6,993.36,15132.641279697624
2022-10-25,9030.0,"8,850.0","9,250.0","8,510.0",13.65M,2.27%,3859.11,997.7,15325.70480561555
2022-10-24,8830.0,"8,650.0","8,950.0","8,400.0",20.73M,3.88%,3797.34,986.15,15129.685340172786
2022-10-21,8500.0,"9,060.0","9,390.0","8,450.0",20.20M,-6.08%,3752.75,1019.82,15474.821058315334
2022-10-20,9050.0,"9,500.0","9,500.0","8,920.0",15.25M,-5.14%,3665.78,1058.45,16392.428590712745
2022-10-19,9540.0,"9,740.0","9,940.0","9,340.0",10.02M,-2.45%,3695.16,1060.07,16930.64554535637
2022-10-18,9780.0,"9,700.0","9,940.0","9,470.0",11.04M,3.38%,3719.98,1063.66,16772.282667386607
2022-10-17,9460.0,"9,980.0","9,980.0","9,350.0",24.98M,-5.87%,3677.95,1051.58,16840.493034557236
2022-10-14,10050.0,"10,100.0","10,300.0","9,970.0",13.27M,1.52%,3583.07,1061.85,16550.801808855293
2022-10-13,9900.0,"9,980.0","10,050.0","9,610.0",16.25M,2.80%,3669.91,1050.99,16227.669600431966
2022-10-12,9630.0,"10,300.0","10,700.0","9,630.0",30.90M,-6.96%,3577.03,1034.81,15902.382559395246
2022-10-11,10350.0,"11,000.0","11,100.0","10,350.0",15.93M,-6.76%,3588.84,1006.2,15616.354346652268
2022-10-10,11100.0,"10,150.0","11,400.0","10,150.0",29.61M,3.26%,3612.39,1042.48,16099.936096112311
2022-10-07,10750.0,"10,750.0","10,950.0","10,750.0",10.66M,-6.93%,3639.66,1035.91,15494.074082073432
2022-10-06,11550.0,"12,250.0","12,300.0","11,550.0",34.39M,-6.85%,3744.52,1074.52,16320.427645788335
2022-10-05,12400.0,"12,200.0","12,600.0","12,050.0",15.19M,5.08%,3783.28,1104.26,17421.878671706265
2022-10-04,11800.0,"12,450.0","12,450.0","11,550.0",33.60M,-4.45%,3790.93,1078.14,16656.560286177108
2022-10-03,12350.0,"13,350.0","13,450.0","12,350.0",33.13M,-6.79%,3678.43,1086.44,16817.24497840173
2022-09-30,13250.0,"12,550.0","13,250.0","12,250.0",31.44M,6.85%,3585.62,1132.11,17998.346085313176
2022-09-29,12400.0,"12,750.0","12,850.0","12,350.0",21.69M,-1.20%,3640.47,1126.07,17598.248812095033
2022-09-28,12550.0,"13,400.0","13,500.0","12,550.0",45.68M,-6.69%,3719.04,1143.62,18145.8313174946
2022-09-27,13450.0,"13,750.0","14,100.0","13,450.0",22.12M,-1.82%,3647.29,1166.54,19409.22670086393
2022-09-26,13700.0,"13,500.0","13,700.0","13,050.0",40.96M,-1.44%,3655.04,1174.35,20019.48409827214
2022-09-23,13900.0,"14,000.0","14,600.0","13,900.0",38.86M,0.36%,3693.23,1203.28,20815.773083153348
2022-09-22,13850.0,"13,500.0","13,900.0","13,350.0",23.04M,1.47%,3757.99,1214.7,20823.5619600432
2022-09-21,13650.0,"13,700.0","13,900.0","13,650.0",10.40M,-1.44%,3789.93,1210.55,20592.47613390929
2022-09-20,13850.0,"14,000.0","14,100.0","13,650.0",12.00M,0.00%,3855.93,1218.93,20801.58612311015
2022-09-19,13850.0,"13,800.0","14,300.0","13,300.0",36.67M,1.84%,3899.89,1205.43,20663.61425485961
2022-09-16,13600.0,"13,500.0","14,150.0","13,500.0",32.67M,0.00%,3873.33,1234.03,20910.766576673865
2022-09-15,13600.0,"13,750.0","13,900.0","13,500.0",14.62M,-0.73%,3901.35,1245.66,21291.4403887689
2022-09-14,13700.0,"12,700.0","13,700.0","12,500.0",40.71M,6.61%,3946.01,1240.77,22103.609908207345
2022-09-13,12850.0,"12,800.0","12,900.0","12,650.0",10.51M,0.39%,3932.69,1248.4,21771.978968682502
2022-09-12,12800.0,"12,600.0","12,900.0","12,600.0",13.97M,3.23%,4110.41,1249.62,20969.73466522678
2022-09-09,12400.0,"11,950.0","12,400.0","11,700.0",17.68M,4.20%,4067.36,1248.78,20751.106749460043
2022-09-08,11900.0,"12,500.0","12,550.0","11,900.0",25.85M,-3.64%,4006.18,1234.6,20495.06568574514
2022-09-07,12350.0,"12,350.0","12,700.0","12,300.0",18.46M,-0.80%,3979.87,1243.17,20833.764119870408
2022-09-06,12450.0,"13,150.0","13,150.0","12,450.0",30.80M,-3.86%,3908.19,1277.4,21465.34454643629
2022-09-05,12950.0,"12,950.0","13,150.0","12,900.0",12.13M,0.00%,3924.26,1277.35,21851.11727861771
2022-08-31,12950.0,"12,950.0","13,300.0","12,850.0",19.53M,0.00%,3955.0,1280.51,22241.818898488124
2022-08-30,12950.0,"13,050.0","13,250.0","12,850.0",11.90M,-0.77%,3986.16,1279.39,22342.368790496763
2022-08-29,13050.0,"12,500.0","13,050.0","12,350.0",32.05M,2.35%,4030.61,1270.8,22224.24033477322
2022-08-26,12750.0,"12,850.0","13,100.0","12,550.0",19.53M,1.19%,4057.66,1282.57,22059.377429805616
2022-08-25,12600.0,"12,800.0","12,850.0","12,550.0",10.57M,-0.40%,4199.12,1288.88,21834.9719762419
2022-08-24,12650.0,"12,600.0","12,950.0","12,450.0",26.79M,2.43%,4140.77,1277.16,22082.81511879049
2022-08-23,12350.0,"12,300.0","12,600.0","12,250.0",17.27M,-0.40%,4128.73,1270.81,21732.995275377973
2022-08-22,12400.0,"11,800.0","12,450.0","11,750.0",31.27M,6.44%,4137.99,1260.43,21519.652483801296
2022-08-19,11650.0,"11,650.0","11,900.0","11,550.0",12.37M,0.00%,4228.48,1269.18,21290.60102591793
2022-08-18,11650.0,"11,800.0","11,950.0","11,550.0",21.61M,-2.10%,4283.74,1273.66,21284.6098812095
2022-08-17,11900.0,"12,300.0","12,500.0","11,650.0",27.71M,-3.25%,4274.04,1275.28,21451.226457883367
2022-08-16,12300.0,"12,350.0","12,650.0","12,150.0",17.74M,-0.40%,4305.2,1274.69,21921.938471922247
2022-08-15,12350.0,"12,200.0","12,600.0","12,100.0",26.72M,3.35%,4297.14,1274.2,22235.660421166303
2022-08-12,11950.0,"12,250.0","12,350.0","11,950.0",11.23M,-2.05%,4280.15,1262.33,21502.36503779698
2022-08-11,12200.0,"11,800.0","12,350.0","11,500.0",33.08M,4.27%,4207.27,1252.07,21396.811717062632
2022-08-10,11700.0,"11,950.0","12,200.0","11,700.0",22.02M,-2.90%,4210.24,1256.5,21275.177024838016
2022-08-09,12050.0,"11,700.0","12,150.0","11,700.0",15.50M,1.69%,4122.47,1258.85,21562.750971922247
2022-08-08,11850.0,"12,350.0","12,450.0","11,800.0",38.13M,-4.82%,4140.06,1256.75,21659.75777537797
2022-08-05,12450.0,"12,200.0","12,700.0","12,150.0",17.81M,0.81%,4145.19,1252.74,22052.850404967605
2022-08-04,12350.0,"12,300.0","12,600.0","12,150.0",16.26M,0.41%,4151.94,1254.15,21932.839146868253
2022-08-03,12300.0,"12,250.0","12,800.0","12,200.0",23.94M,1.65%,4155.17,1249.76,21782.718844492443
2022-08-02,12100.0,"11,400.0","12,100.0","11,250.0",43.32M,6.61%,4091.19,1241.62,21514.51228401728
2022-08-01,11350.0,"11,450.0","11,550.0","11,100.0",16.74M,1.79%,4118.63,1231.35,21219.63898488121
2022-07-29,11150.0,"11,000.0","11,550.0","11,000.0",17.27M,1.36%,4130.29,1206.33,20992.558963282936
2022-07-28,11000.0,"11,400.0","11,700.0","11,000.0",24.09M,-2.65%,4072.43,1208.12,21294.107181425486
2022-07-27,11300.0,"10,900.0","11,400.0","10,700.0",13.17M,2.73%,4023.61,1191.04,21670.816873650107
2022-07-26,11000.0,"11,400.0","11,450.0","10,950.0",15.32M,-3.51%,3921.05,1185.07,21386.672246220303
2022-07-25,11400.0,"10,800.0","11,400.0","10,600.0",17.75M,5.07%,3966.84,1188.5,21999.010259179267
2022-07-22,10850.0,"11,000.0","11,300.0","10,700.0",9.52M,-2.25%,3961.63,1194.76,21683.14962203024
2022-07-21,11100.0,"10,800.0","11,150.0","10,350.0",29.66M,2.30%,3998.95,1198.47,21521.547597192224
2022-07-20,10850.0,"11,900.0","11,900.0","10,850.0",47.05M,-6.87%,3959.9,1194.14,22410.64217062635
2022-07-19,11650.0,"11,750.0","12,150.0","11,500.0",23.73M,-0.43%,3936.69,1178.33,22848.940388768897
2022-07-18,11700.0,"11,400.0","11,800.0","11,300.0",19.94M,5.88%,3830.85,1176.49,22937.912958963283
2022-07-15,11050.0,"10,800.0","11,300.0","10,800.0",13.26M,1.38%,3863.16,1179.25,22267.810097192225
2022-07-14,10900.0,"10,850.0","11,400.0","10,450.0",23.60M,-0.91%,3790.38,1182.17,22139.317440604755
2022-07-13,11000.0,"10,600.0","11,200.0","10,600.0",22.35M,4.76%,3801.78,1173.92,22445.151268898488
2022-07-12,10500.0,"10,550.0","10,750.0","10,200.0",19.82M,2.44%,3818.8,1174.82,22328.52356911447
2022-07-11,10250.0,"9,720.0","10,250.0","9,650.0",25.38M,6.55%,3854.43,1155.29,21605.466819654423
2022-07-08,9620.0,"9,800.0","9,910.0","9,520.0",10.76M,-0.82%,3899.38,1171.31,20807.77691684665
2022-07-07,9700.0,"9,800.0","9,890.0","9,320.0",15.36M,0.52%,3902.62,1166.48,20610.09991900648
2022-07-06,9650.0,"9,300.0","10,050.0","9,300.0",29.14M,2.44%,3845.08,1149.61,20502.199487041034
2022-07-05,9420.0,"9,700.0","9,960.0","9,330.0",20.35M,-1.05%,3831.39,1181.29,20105.60299676026
2022-07-04,9520.0,"9,210.0","9,520.0","9,210.0",23.61M,6.97%,3825.33,1195.53,20178.398002159825
2022-07-01,8900.0,"8,300.0","8,900.0","8,220.0",23.58M,6.97%,3825.33,1198.9,19739.30861231101
2022-06-30,8320.0,"8,650.0","8,850.0","8,270.0",15.51M,-3.26%,3785.38,1197.6,18944.802672786176
2022-06-29,8600.0,"8,500.0","8,820.0","8,480.0",9.67M,-0.46%,3818.83,1218.09,19473.321220302376
2022-06-28,8640.0,"8,700.0","9,150.0","8,540.0",15.02M,0.00%,3821.55,1218.1,19517.637580993523
2022-06-27,8640.0,"8,150.0","8,640.0","8,010.0",18.98M,6.93%,3900.11,1202.82,18969.697651187904
2022-06-24,8080.0,"8,140.0","8,400.0","8,030.0",8.60M,-1.94%,3911.74,1185.48,17971.09041576674
2022-06-23,8240.0,"7,850.0","8,250.0","7,700.0",11.83M,3.00%,3795.73,1188.88,17913.918925485963
